Date,Open,High,Low,Close,Adj Close,Volume
3/3/2020,8865.387695,8901.598633,8704.990234,8787.786133,8787.786133,42386715820
3/4/2020,8788.541992,8843.366211,8712.431641,8755.246094,8755.246094,34746706368
3/5/2020,8760.285156,9142.054688,8757.253906,9078.762695,9078.762695,39698054597
3/6/2020,9078.308594,9167.695313,9032.079102,9122.545898,9122.545898,40826885650
3/7/2020,9121.600586,9163.220703,8890.744141,8909.954102,8909.954102,36216930369
3/8/2020,8908.206055,8914.34375,8105.25293,8108.116211,8108.116211,39973102120
3/9/2020,8111.146484,8177.793457,7690.098145,7923.644531,7923.644531,46936995808
3/10/2020,7922.146973,8136.945313,7814.763184,7909.729492,7909.729492,42213940993
3/11/2020,7910.089844,7950.814453,7642.8125,7911.430176,7911.430176,38682762604
3/12/2020,7913.616211,7929.116211,4860.354004,4970.788086,4970.788086,53980357243
3/13/2020,5017.831055,5838.114746,4106.980957,5563.707031,5563.707031,74156772074
3/14/2020,5573.077637,5625.226563,5125.069336,5200.366211,5200.366211,36154506007
3/15/2020,5201.066895,5836.64502,5169.283203,5392.314941,5392.314941,33997889638
3/16/2020,5385.229492,5385.229492,4575.35791,5014.47998,5014.47998,45368026429
3/17/2020,5002.578125,5371.348633,4981.90918,5225.629395,5225.629395,38622642935
3/18/2020,5227.11377,5331.833984,5069.335938,5238.438477,5238.438477,37878801016
3/19/2020,5245.416504,6329.73584,5236.96875,6191.192871,6191.192871,51000731797
3/20/2020,6191.653809,6844.261719,5865.781738,6198.77832,6198.77832,54442976102
3/21/2020,6206.521484,6378.135254,5932.823242,6185.066406,6185.066406,42494390879
3/22/2020,6185.558105,6359.697266,5823.713867,5830.254883,5830.254883,40099664740
3/23/2020,5831.374512,6443.93457,5785.004395,6416.314941,6416.314941,46491915999
3/24/2020,6436.642578,6789.022949,6411.066406,6734.803711,6734.803711,48221910672
3/25/2020,6738.716797,6892.51123,6536.92627,6681.062988,6681.062988,44590107887
3/26/2020,6675.170898,6735.463867,6590.962891,6716.44043,6716.44043,35319797641
3/27/2020,6719.38916,6793.836426,6466.70166,6469.79834,6469.79834,34585598366
3/28/2020,6467.253906,6467.500977,6117.837891,6242.193848,6242.193848,34885225901
3/29/2020,6245.624512,6250.467285,5920.085938,5922.042969,5922.042969,28373690930
3/30/2020,5925.538574,6517.195801,5903.234375,6429.841797,6429.841797,37101651525
3/31/2020,6430.606445,6504.515137,6374.162109,6438.644531,6438.644531,32786468812
4/1/2020,6437.319336,6612.57373,6202.373535,6606.776367,6606.776367,40346426265
4/2/2020,6606.776367,7088.247559,6595.918457,6793.624512,6793.624512,47660646124
4/3/2020,6797.396484,7003.220703,6673.335938,6733.387207,6733.387207,38976504902
4/4/2020,6738.382813,6878.953613,6696.484863,6867.527344,6867.527344,33185988583
4/5/2020,6862.537598,6883.414063,6715.929199,6791.129395,6791.129395,29510409856
4/6/2020,6788.049805,7271.78125,6782.889648,7271.78125,7271.78125,46896904614
4/7/2020,7273.644043,7427.939453,7136.714355,7176.414551,7176.414551,44243482667
4/8/2020,7179.283203,7356.223633,7153.305664,7334.098633,7334.098633,37563249548
4/9/2020,7337.966309,7341.448242,7179.094238,7302.089355,7302.089355,34815139177
4/10/2020,7303.81543,7303.81543,6802.475098,6865.493164,6865.493164,43622840991
4/11/2020,6867.44043,6926.069824,6789.920898,6859.083008,6859.083008,31222085946
4/12/2020,6858.067871,7119.947266,6811.078125,6971.091797,6971.091797,35759567632
4/13/2020,6965.616699,6965.616699,6668.259766,6845.037598,6845.037598,38619308647
4/14/2020,6843.281738,6958.557129,6793.821289,6842.427734,6842.427734,34110434051
4/15/2020,6845.561523,6928.664551,6633.402832,6642.109863,6642.109863,32288311030
4/16/2020,6640.454102,7134.450684,6555.504395,7116.804199,7116.804199,46783242376
4/17/2020,7116.552734,7167.183105,7050.332031,7096.18457,7096.18457,32513423567
4/18/2020,7092.291504,7269.956543,7089.24707,7257.665039,7257.665039,32447188385
4/19/2020,7260.922363,7280.521973,7167.054688,7189.424805,7189.424805,31311210215
4/20/2020,7186.873535,7240.290527,6835.50293,6881.958496,6881.958496,37747113935
4/21/2020,6879.78418,6934.551758,6834.442383,6880.323242,6880.323242,32589741510
4/22/2020,6879.44043,7145.865723,6867.781738,7117.20752,7117.20752,33249153865
4/23/2020,7121.306152,7491.785156,7081.594727,7429.724609,7429.724609,43500782316
4/24/2020,7434.181641,7574.195801,7434.181641,7550.900879,7550.900879,34636526285
4/25/2020,7550.48291,7641.36377,7521.672363,7569.936035,7569.936035,32941541446
4/26/2020,7570.13916,7700.594238,7561.407715,7679.867188,7679.867188,33070154490
4/27/2020,7679.418945,7795.601074,7679.418945,7795.601074,7795.601074,36162144724
4/28/2020,7796.970215,7814.527344,7730.806641,7807.058594,7807.058594,33187959920
4/29/2020,7806.712402,8871.753906,7786.049316,8801.038086,8801.038086,60201052202
4/30/2020,8797.669922,9440.650391,8533.255859,8658.553711,8658.553711,66964629541
5/1/2020,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389996
5/2/2020,8869.057617,9007.1875,8811.366211,8988.59668,8988.59668,40134388683
5/3/2020,8983.614258,9167.78125,8830.97168,8897.46875,8897.46875,47101785174
5/4/2020,8895.745117,8956.90625,8645.024414,8912.654297,8912.654297,45718796275
5/5/2020,8912.832031,9062.415039,8856.827148,9003.070313,9003.070313,43148462663
5/6/2020,9007.441406,9411.467773,8966.706055,9268.761719,9268.761719,49371886931
5/7/2020,9261.895508,9992.664063,9138.322266,9951.518555,9951.518555,61112700562
5/8/2020,9936.162109,9996.743164,9767.172852,9842.666016,9842.666016,51780748041
5/9/2020,9840.90625,9913.863281,9580.644531,9593.896484,9593.896484,46566121841
5/10/2020,9591.168945,9595.581055,8395.107422,8756.430664,8756.430664,63325279336
5/11/2020,8755.535156,9033.470703,8374.323242,8601.795898,8601.795898,57119858801
5/12/2020,8610.385742,8949.898438,8569.643555,8804.477539,8804.477539,42142717533
5/13/2020,8805.387695,9317.878906,8805.387695,9269.987305,9269.987305,45558144023
5/14/2020,9271.329102,9793.268555,9255.035156,9733.72168,9733.72168,56426907637
5/15/2020,9734.291016,9755.828125,9261.398438,9328.197266,9328.197266,48158802327
5/16/2020,9333.240234,9564.205078,9260.694336,9377.013672,9377.013672,36164766407
5/17/2020,9374.929688,9823.001953,9349.545898,9670.739258,9670.739258,40084250662
5/18/2020,9675.695313,9906.030273,9570.359375,9726.575195,9726.575195,41827139895
5/19/2020,9727.063477,9836.047852,9539.624023,9729.038086,9729.038086,39254288954
5/20/2020,9725.329102,9804.793945,9447.201172,9522.981445,9522.981445,36546239702
5/21/2020,9522.740234,9555.242188,8869.930664,9081.761719,9081.761719,39326160532
5/22/2020,9080.334961,9232.936523,9008.638672,9182.577148,9182.577148,29810773699
5/23/2020,9185.0625,9302.501953,9118.108398,9209.287109,9209.287109,27727866811
5/24/2020,9212.283203,9288.404297,8787.250977,8790.368164,8790.368164,32518803299
5/25/2020,8786.107422,8951.005859,8719.667969,8906.93457,8906.93457,31288157264
5/26/2020,8909.585938,8991.967773,8757.293945,8835.052734,8835.052734,29584186947
5/27/2020,8837.380859,9203.320313,8834.157227,9181.017578,9181.017578,32740536902
5/28/2020,9184.945313,9546.319336,9148.457031,9525.750977,9525.750977,34367073114
5/29/2020,9528.355469,9573.666992,9379.338867,9439.124023,9439.124023,32896642044
5/30/2020,9438.914063,9704.030273,9366.729492,9700.414063,9700.414063,32722975141
5/31/2020,9700.105469,9700.34375,9432.296875,9461.058594,9461.058594,27773290298
6/1/2020,9463.605469,10199.56543,9450.899414,10167.26856,10167.26856,35198901068
6/2/2020,10162.97363,10182.34082,9460.571289,9529.803711,9529.803711,39137252108
6/3/2020,9533.760742,9682.859375,9471.84668,9656.717773,9656.717773,25007459262
6/4/2020,9655.854492,9887.610352,9525.24707,9800.636719,9800.636719,25921805071
6/5/2020,9800.21582,9869.237305,9663.216797,9665.533203,9665.533203,23509628646
6/6/2020,9664.904297,9773.431641,9591.024414,9653.679688,9653.679688,20438419222
6/7/2020,9653.00293,9768.498047,9458.150391,9758.852539,9758.852539,25015250845
6/8/2020,9760.063477,9782.306641,9675.885742,9771.489258,9771.489258,21486346311
6/9/2020,9774.360352,9836.369141,9664.719727,9795.700195,9795.700195,23717842782
6/10/2020,9794.119141,9908.896484,9728.291016,9870.094727,9870.094727,25706567600
6/11/2020,9870.078125,9938.297852,9263.069336,9321.78125,9321.78125,30247143440
6/12/2020,9320.69043,9540.46582,9285.851563,9480.84375,9480.84375,22610564515
6/13/2020,9480.735352,9493.211914,9396.009766,9475.277344,9475.277344,17564322315
6/14/2020,9477.553711,9482.270508,9347.59375,9386.788086,9386.788086,18991732745
6/15/2020,9386.035156,9504.860352,8990.175781,9450.702148,9450.702148,26699704768
6/16/2020,9454.266602,9579.430664,9400.445313,9538.024414,9538.024414,21565537208
6/17/2020,9533.78418,9540.422852,9327.339844,9480.254883,9480.254883,20177709879
6/18/2020,9481.567383,9482.782227,9328.395508,9411.84082,9411.84082,17770083002
6/19/2020,9410.293945,9440.875977,9274.295898,9288.018555,9288.018555,19632223107
6/20/2020,9290.959961,9394.97168,9247.379883,9332.34082,9332.34082,17130541557
6/21/2020,9330.926758,9401.107422,9300.430664,9303.629883,9303.629883,15324301168
6/22/2020,9300.915039,9655.073242,9296.87207,9648.717773,9648.717773,21104009513
6/23/2020,9644.076172,9670.541016,9547.24707,9629.658203,9629.658203,17006433272
6/24/2020,9632.149414,9680.367188,9278.233398,9313.610352,9313.610352,18961716075
6/25/2020,9314.126953,9340.161133,9095.324219,9264.813477,9264.813477,18616048626
6/26/2020,9260.995117,9310.516602,9101.738281,9162.917969,9162.917969,18341465836
6/27/2020,9167.824219,9207.810547,8998.216797,9045.390625,9045.390625,17273093144
6/28/2020,9048.460938,9197.546875,8975.525391,9143.582031,9143.582031,14560870760
6/29/2020,9140.029297,9237.573242,9041.875977,9190.854492,9190.854492,16460547078
6/30/2020,9185.581055,9217.835938,9084.837891,9137.993164,9137.993164,15735797743
7/1/2020,9145.985352,9309.754883,9104.735352,9228.325195,9228.325195,15971550355
7/2/2020,9231.139648,9274.962891,9036.623047,9123.410156,9123.410156,16338916796
7/3/2020,9124.842773,9202.344727,9058.794922,9087.303711,9087.303711,13078970998
7/4/2020,9084.233398,9183.295898,9053.629883,9132.488281,9132.488281,12290528515
7/5/2020,9126.09082,9162.183594,8977.015625,9073.942383,9073.942383,12903406143
7/6/2020,9072.849609,9375.474609,9058.664063,9375.474609,9375.474609,17889263251
7/7/2020,9349.161133,9360.617188,9201.81543,9252.277344,9252.277344,13839652594
7/8/2020,9253.020508,9450.335938,9249.5,9428.333008,9428.333008,19702359882
7/9/2020,9427.994141,9431.378906,9234.999023,9277.967773,9277.967773,18000702524
7/10/2020,9273.357422,9287.47168,9118.001953,9278.807617,9278.807617,16860035604
7/11/2020,9277.511719,9293.532227,9199.485352,9240.34668,9240.34668,13249910444
7/12/2020,9241.054688,9319.418945,9197.450195,9276.5,9276.5,14452361906
7/13/2020,9277.205078,9306.405273,9224.292969,9243.614258,9243.614258,17519821266
7/14/2020,9238.703125,9283.841797,9171.661133,9243.213867,9243.213867,18085038362
7/15/2020,9241.897461,9275.325195,9171.933594,9192.836914,9192.836914,15844731575
7/16/2020,9191.980469,9214.3125,9088.947266,9132.227539,9132.227539,15713967522
7/17/2020,9131.8125,9182.253906,9089.202148,9151.392578,9151.392578,13944570749
7/18/2020,9151.183594,9230.983398,9100.824219,9159.040039,9159.040039,12252601474
7/19/2020,9158.005859,9201.398438,9097.632813,9185.817383,9185.817383,12939002784
7/20/2020,9187.220703,9214.270508,9137.509766,9164.231445,9164.231445,13755604145
7/21/2020,9162.514648,9407.262695,9149.389648,9374.887695,9374.887695,18069581955
7/22/2020,9375.080078,9530.518555,9319.65332,9525.363281,9525.363281,16532254884
7/23/2020,9527.141602,9610.24707,9483.003906,9581.072266,9581.072266,18146399002
7/24/2020,9585.514648,9623.336914,9481.454102,9536.892578,9536.892578,16552768325
7/25/2020,9539.485352,9704.556641,9530.211914,9677.113281,9677.113281,16610070933
7/26/2020,9680.234375,10023.80762,9652.847656,9905.166992,9905.166992,20507998997
7/27/2020,9905.217773,11298.22168,9903.969727,10990.87305,10990.87305,35359749590
7/28/2020,11051.26953,11198.32031,10651.18457,11040.72461,11040.72461,35148120064
